# Integration weights for the "Symmetric family 1, k=30" formula (Table 2) over the reference triangle [(0, 0), (1, 0), (0, 1)].
# The integration point coordinates (x_i, y_i, z_i) are barycentric i.e. x_i + y_i + z_i = 1.
# For the reference triangle, \int f(r) dr is approximated by \sum_i w_i f((y_i, z_i))
# 
# w_i x_i y_i z_i
3.248028316703205354e-03 7.928863741606100302e-01 6.415280642119999821e-02 1.429608194181899716e-01
3.248028316703205354e-03 1.429608194181899994e-01 6.415280642119999821e-02 7.928863741606100302e-01
3.248028316703205354e-03 7.928863741606100302e-01 1.429608194181899994e-01 6.415280642119997045e-02
3.248028316703205354e-03 6.415280642119999821e-02 7.928863741606100302e-01 1.429608194181899439e-01
4.626389072073301169e-03 8.050114828762999775e-02 2.837312821059200241e-01 6.357675696064499782e-01
4.626389072073301169e-03 2.837312821059200241e-01 6.357675696064499782e-01 8.050114828762999775e-02
4.626389072073301169e-03 6.357675696064499782e-01 8.050114828762999775e-02 2.837312821059200241e-01
4.626389072073301169e-03 2.837312821059200241e-01 8.050114828762999775e-02 6.357675696064499782e-01
4.626389072073301169e-03 6.357675696064499782e-01 2.837312821059200241e-01 8.050114828762999775e-02
4.626389072073301169e-03 8.050114828762999775e-02 6.357675696064499782e-01 2.837312821059200241e-01
4.582460363147139969e-03 1.043670681345300055e-01 1.967374410044399891e-01 6.988954908610299777e-01
4.582460363147139969e-03 1.967374410044399891e-01 6.988954908610299777e-01 1.043670681345300055e-01
4.582460363147139969e-03 6.988954908610299777e-01 1.043670681345300055e-01 1.967374410044400168e-01
4.582460363147139969e-03 1.967374410044399891e-01 1.043670681345300055e-01 6.988954908610299777e-01
4.582460363147139969e-03 6.988954908610299777e-01 1.967374410044399891e-01 1.043670681345300333e-01
4.582460363147139969e-03 1.043670681345300055e-01 6.988954908610299777e-01 1.967374410044400168e-01
5.784762314048835265e-03 1.138448944287499959e-01 3.558891412116599873e-01 5.302659643595899475e-01
5.784762314048835265e-03 3.558891412116599873e-01 5.302659643595899475e-01 1.138448944287500098e-01
5.784762314048835265e-03 5.302659643595899475e-01 1.138448944287499959e-01 3.558891412116600428e-01
5.784762314048835265e-03 3.558891412116599873e-01 1.138448944287499959e-01 5.302659643595899475e-01
5.784762314048835265e-03 5.302659643595899475e-01 3.558891412116599873e-01 1.138448944287500653e-01
5.784762314048835265e-03 1.138448944287499959e-01 5.302659643595899475e-01 3.558891412116600428e-01
5.880558233804585207e-03 1.453634877155199900e-01 2.598186853519099948e-01 5.948178269325700152e-01
5.880558233804585207e-03 2.598186853519099948e-01 5.948178269325600231e-01 1.453634877155299820e-01
5.880558233804585207e-03 5.948178269325600231e-01 1.453634877155199900e-01 2.598186853519199868e-01
5.880558233804585207e-03 2.598186853519099948e-01 1.453634877155199900e-01 5.948178269325700152e-01
5.880558233804585207e-03 5.948178269325600231e-01 2.598186853519099948e-01 1.453634877155299820e-01
5.880558233804585207e-03 1.453634877155199900e-01 5.948178269325600231e-01 2.598186853519199868e-01
6.912351091082700148e-03 1.899456528219800044e-01 3.219231812312999819e-01 4.881311659467199582e-01
6.912351091082700148e-03 3.219231812312999819e-01 4.881311659467200137e-01 1.899456528219800600e-01
6.912351091082700148e-03 4.881311659467200137e-01 1.899456528219800044e-01 3.219231812312999819e-01
6.912351091082700148e-03 3.219231812312999819e-01 1.899456528219800044e-01 4.881311659467200692e-01
6.912351091082700148e-03 4.881311659467200137e-01 3.219231812312999819e-01 1.899456528219800044e-01
6.912351091082700148e-03 1.899456528219800044e-01 4.881311659467200137e-01 3.219231812312999264e-01
