# Integration weights for the "Symmetric family 2, k=40" formula over the reference triangle [(0, 0), (1, 0), (0, 1)].
# The integration point coordinates (x_i, y_i, z_i) are barycentric i.e. x_i + y_i + z_i = 1.
# For the reference triangle, \int f(r) dr is approximated by \sum_i w_i f((y_i, z_i))
# 
# w_i x_i y_i z_i
2.045385156490231676e-04 1.583986447604879277e-03 8.835508461723147189e-01 1.148651673800804573e-01
2.045385156490231676e-04 8.835508461723147189e-01 1.583986447604656365e-03 1.148651673800806239e-01
2.045385156490231676e-04 1.148651673800807904e-01 8.835508461723147189e-01 1.583986447604490699e-03
2.045385156490231676e-04 1.583986447604456005e-03 1.148651673800809708e-01 8.835508461723144968e-01
1.021833580042213682e-03 3.342460081847144493e-01 2.151667208448181101e-02 6.442373197308036703e-01
1.021833580042213682e-03 6.442373197308037813e-01 3.342460081847145048e-01 2.151667208448171387e-02
1.021833580042213682e-03 2.151667208448182489e-02 6.442373197308038923e-01 3.342460081847142828e-01
1.021833580042213682e-03 6.442373197308037813e-01 2.151667208448181101e-02 3.342460081847143938e-01
1.021833580042213682e-03 3.342460081847144493e-01 6.442373197308038923e-01 2.151667208448160284e-02
1.021833580042213682e-03 2.151667208448171387e-02 3.342460081847147269e-01 6.442373197308035593e-01
2.063221663138109702e-04 7.237116494839002101e-02 2.025261692563120122e-03 9.256035733590468606e-01
2.063221663138109702e-04 9.256035733590468606e-01 7.237116494839002101e-02 2.025261692563118388e-03
2.063221663138109702e-04 2.025261692563229410e-03 9.256035733590469716e-01 7.237116494838979897e-02
2.063221663138109702e-04 9.256035733590468606e-01 2.025261692563120122e-03 7.237116494839002101e-02
2.063221663138109702e-04 7.237116494839007652e-02 9.256035733590469716e-01 2.025261692563007365e-03
2.063221663138109702e-04 2.025261692562847771e-03 7.237116494839034020e-02 9.256035733590467496e-01
9.573483771984154156e-04 2.236842466647886996e-01 1.536120374908686755e-02 7.609545495861244069e-01
9.573483771984154156e-04 7.609545495861244069e-01 2.236842466647887273e-01 1.536120374908686581e-02
9.573483771984154156e-04 1.536120374908689357e-02 7.609545495861246289e-01 2.236842466647884775e-01
9.573483771984154156e-04 7.609545495861244069e-01 1.536120374908686755e-02 2.236842466647887273e-01
9.573483771984154156e-04 2.236842466647887551e-01 7.609545495861246289e-01 1.536120374908656050e-02
9.573483771984154156e-04 1.536120374908668540e-02 2.236842466647890049e-01 7.609545495861242959e-01
5.820015679949702442e-04 1.111290169905849445e-01 1.016594394791498282e-02 8.787050390614999928e-01
5.820015679949702442e-04 8.787050390614999928e-01 1.111290169905849168e-01 1.016594394791509037e-02
5.820015679949702442e-04 1.016594394791509037e-02 8.787050390615002149e-01 1.111290169905846392e-01
5.820015679949702442e-04 8.787050390615001039e-01 1.016594394791498282e-02 1.111290169905849168e-01
5.820015679949702442e-04 1.111290169905849723e-01 8.787050390615003259e-01 1.016594394791470179e-02
5.820015679949702442e-04 1.016594394791471567e-02 1.111290169905852776e-01 8.787050390614999928e-01
1.459336855326184975e-03 2.764445418077908778e-01 3.001385378382927238e-02 6.935416044083798637e-01
1.459336855326184975e-03 6.935416044083798637e-01 2.764445418077909333e-01 3.001385378382920299e-02
1.459336855326184975e-03 3.001385378382925850e-02 6.935416044083800857e-01 2.764445418077906558e-01
1.459336855326184975e-03 6.935416044083798637e-01 3.001385378382927238e-02 2.764445418077908778e-01
1.459336855326184975e-03 2.764445418077908223e-01 6.935416044083800857e-01 3.001385378382914748e-02
1.459336855326184975e-03 3.001385378382906421e-02 2.764445418077911554e-01 6.935416044083797527e-01
9.711690861611766345e-04 1.692633554656757799e-01 1.897004264002156299e-02 8.117666018943027195e-01
9.711690861611766345e-04 8.117666018943027195e-01 1.692633554656757522e-01 1.897004264002152829e-02
9.711690861611766345e-04 1.897004264002166707e-02 8.117666018943028305e-01 1.692633554656755024e-01
9.711690861611766345e-04 8.117666018943026085e-01 1.897004264002156299e-02 1.692633554656758355e-01
9.711690861611766345e-04 1.692633554656758355e-01 8.117666018943028305e-01 1.897004264002133400e-02
9.711690861611766345e-04 1.897004264002130625e-02 1.692633554656761130e-01 8.117666018943026085e-01
1.021858032116490728e-03 1.196509552487583089e-01 2.674078422212696621e-02 8.536082605291146486e-01
1.021858032116490728e-03 8.536082605291146486e-01 1.196509552487583228e-01 2.674078422212702866e-02
1.021858032116490728e-03 2.674078422212711192e-02 8.536082605291147596e-01 1.196509552487581285e-01
1.021858032116490728e-03 8.536082605291146486e-01 2.674078422212696621e-02 1.196509552487583783e-01
1.021858032116490728e-03 1.196509552487583505e-01 8.536082605291148706e-01 2.674078422212677886e-02
1.021858032116490728e-03 2.674078422212674416e-02 1.196509552487586420e-01 8.536082605291145375e-01
2.280894292174443872e-04 2.830190971292686486e-01 8.538186935375223366e-04 7.161270841771938400e-01
2.280894292174443872e-04 7.161270841771937290e-01 2.830190971292687041e-01 8.538186935375668973e-04
2.280894292174443872e-04 8.538186935375668973e-04 7.161270841771939510e-01 2.830190971292684265e-01
2.280894292174443872e-04 7.161270841771938400e-01 8.538186935375223366e-04 2.830190971292686486e-01
2.280894292174443872e-04 2.830190971292687041e-01 7.161270841771939510e-01 8.538186935372893416e-04
2.280894292174443872e-04 8.538186935374003639e-04 2.830190971292689817e-01 7.161270841771936180e-01
5.590763253492607009e-04 7.040455015114677195e-02 1.225847004398173540e-02 9.173369798048714996e-01
5.590763253492607009e-04 9.173369798048714996e-01 7.040455015114675807e-02 1.225847004398174234e-02
5.590763253492607009e-04 1.225847004398178397e-02 9.173369798048717216e-01 7.040455015114643889e-02
5.590763253492607009e-04 9.173369798048714996e-01 1.225847004398173540e-02 7.040455015114677195e-02
5.590763253492607009e-04 7.040455015114682746e-02 9.173369798048717216e-01 1.225847004398150641e-02
5.590763253492607009e-04 1.225847004398145784e-02 7.040455015114709114e-02 9.173369798048713886e-01
1.518236205806184876e-03 2.164720987514121009e-01 3.717004711349701507e-02 7.463578541350908147e-01
1.518236205806184876e-03 7.463578541350908147e-01 2.164720987514121286e-01 3.717004711349705670e-02
1.518236205806184876e-03 3.717004711349708446e-02 7.463578541350910367e-01 2.164720987514119344e-01
1.518236205806184876e-03 7.463578541350909257e-01 3.717004711349701507e-02 2.164720987514120454e-01
1.518236205806184876e-03 2.164720987514121564e-01 7.463578541350910367e-01 3.717004711349680690e-02
1.518236205806184876e-03 3.717004711349684853e-02 2.164720987514124062e-01 7.463578541350908147e-01
9.700928395557009828e-04 7.692688156325905302e-02 3.219420066347045140e-02 8.908789177732704401e-01
9.700928395557009828e-04 8.908789177732704401e-01 7.692688156325905302e-02 3.219420066347050691e-02
9.700928395557009828e-04 3.219420066347056242e-02 8.908789177732705511e-01 7.692688156325888649e-02
9.700928395557009828e-04 8.908789177732705511e-01 3.219420066347045140e-02 7.692688156325899751e-02
9.700928395557009828e-04 7.692688156325905302e-02 8.908789177732706621e-01 3.219420066347022935e-02
9.700928395557009828e-04 3.219420066347026405e-02 7.692688156325937221e-02 8.908789177732704401e-01
9.574617421964763155e-04 4.292227320385512690e-01 8.932152711315441071e-03 5.618451152501332535e-01
9.574617421964763155e-04 5.618451152501333645e-01 4.292227320385513245e-01 8.932152711315310967e-03
9.574617421964763155e-04 8.932152711315366478e-03 5.618451152501335866e-01 4.292227320385511025e-01
9.574617421964763155e-04 5.618451152501332535e-01 8.932152711315441071e-03 4.292227320385513245e-01
9.574617421964763155e-04 4.292227320385513245e-01 5.618451152501333645e-01 8.932152711315310967e-03
9.574617421964763155e-04 8.932152711315338722e-03 4.292227320385514910e-01 5.618451152501331425e-01
3.128033098374252544e-04 1.570374536379302161e-02 1.570374536379330263e-02 9.685925092724136931e-01
3.128033098374252544e-04 9.685925092724136931e-01 1.570374536379298344e-02 1.570374536379332345e-02
3.128033098374252544e-04 1.570374536379348651e-02 9.685925092724136931e-01 1.570374536379282038e-02
4.297264479493399271e-03 2.938899628974430689e-01 2.938899628974431244e-01 4.122200742051138067e-01
4.297264479493399271e-03 4.122200742051137512e-01 2.938899628974431244e-01 2.938899628974431244e-01
4.297264479493399271e-03 2.938899628974430689e-01 4.122200742051139177e-01 2.938899628974430134e-01
4.299666170780995847e-03 3.701028684237416266e-01 2.597942631525167467e-01 3.701028684237416266e-01
4.299666170780995847e-03 3.701028684237416266e-01 3.701028684237417377e-01 2.597942631525166357e-01
4.299666170780995847e-03 2.597942631525166357e-01 3.701028684237417932e-01 3.701028684237415711e-01
4.116067028113784901e-03 3.251479248852048309e-01 2.240452152274997333e-01 4.508068598872954080e-01
4.116067028113784901e-03 4.508068598872954080e-01 3.251479248852049420e-01 2.240452152274996500e-01
4.116067028113784901e-03 2.240452152274996778e-01 4.508068598872955746e-01 3.251479248852047754e-01
4.116067028113784901e-03 4.508068598872954635e-01 2.240452152274997333e-01 3.251479248852048309e-01
4.116067028113784901e-03 3.251479248852048309e-01 4.508068598872955746e-01 2.240452152274995945e-01
4.116067028113784901e-03 2.240452152274996223e-01 3.251479248852049975e-01 4.508068598872953525e-01
3.769760242935092653e-03 2.782727102869363422e-01 1.876262169906756649e-01 5.341010727223880483e-01
3.769760242935092653e-03 5.341010727223879373e-01 2.782727102869363978e-01 1.876262169906756649e-01
3.769760242935092653e-03 1.876262169906756094e-01 5.341010727223881593e-01 2.782727102869362312e-01
3.769760242935092653e-03 5.341010727223879373e-01 1.876262169906756649e-01 2.782727102869363978e-01
3.769760242935092653e-03 2.782727102869362867e-01 5.341010727223881593e-01 1.876262169906756094e-01
3.769760242935092653e-03 1.876262169906754429e-01 2.782727102869365643e-01 5.341010727223879373e-01
9.275873124363389613e-04 2.852102535187100441e-01 9.758521323868113787e-03 7.050312251574218925e-01
9.275873124363389613e-04 7.050312251574218925e-01 2.852102535187100441e-01 9.758521323868063480e-03
9.275873124363389613e-04 9.758521323868174502e-03 7.050312251574220035e-01 2.852102535187097665e-01
9.275873124363389613e-04 7.050312251574218925e-01 9.758521323868113787e-03 2.852102535187099885e-01
9.275873124363389613e-04 2.852102535187099885e-01 7.050312251574220035e-01 9.758521323868007968e-03
9.275873124363389613e-04 9.758521323867952457e-03 2.852102535187103216e-01 7.050312251574216704e-01
2.202410687084029126e-03 2.727256318298310056e-01 5.870629062167360274e-02 6.685680775484953431e-01
2.202410687084029126e-03 6.685680775484954541e-01 2.727256318298310611e-01 5.870629062167348478e-02
2.202410687084029126e-03 5.870629062167359580e-02 6.685680775484955651e-01 2.727256318298308946e-01
2.202410687084029126e-03 6.685680775484953431e-01 5.870629062167360274e-02 2.727256318298310611e-01
2.202410687084029126e-03 2.727256318298310611e-01 6.685680775484955651e-01 5.870629062167342926e-02
2.202410687084029126e-03 5.870629062167345702e-02 2.727256318298312832e-01 6.685680775484952321e-01
1.903602503092945890e-03 4.154695947712394033e-01 3.074199968616026304e-02 5.537884055426002261e-01
1.903602503092945890e-03 5.537884055426003371e-01 4.154695947712395143e-01 3.074199968616014855e-02
1.903602503092945890e-03 3.074199968616025958e-02 5.537884055426004482e-01 4.154695947712393478e-01
1.903602503092945890e-03 5.537884055426003371e-01 3.074199968616026304e-02 4.154695947712394033e-01
1.903602503092945890e-03 4.154695947712394588e-01 5.537884055426003371e-01 3.074199968616020406e-02
1.903602503092945890e-03 3.074199968616020406e-02 4.154695947712396809e-01 5.537884055426001151e-01
4.847222895272696569e-04 2.205774465337091150e-01 3.256753637110166959e-03 7.761657998291806582e-01
4.847222895272696569e-04 7.761657998291806582e-01 2.205774465337091150e-01 3.256753637110226807e-03
4.847222895272696569e-04 3.256753637110143540e-03 7.761657998291809912e-01 2.205774465337088097e-01
4.847222895272696569e-04 7.761657998291807692e-01 3.256753637110166959e-03 2.205774465337090595e-01
4.847222895272696569e-04 2.205774465337090873e-01 7.761657998291809912e-01 3.256753637109865984e-03
4.847222895272696569e-04 3.256753637109907618e-03 2.205774465337093926e-01 7.761657998291807692e-01
2.112040166740386613e-03 3.428856203943587144e-01 4.518762296048912941e-02 6.119267566451521700e-01
2.112040166740386613e-03 6.119267566451520590e-01 3.428856203943588254e-01 4.518762296048911553e-02
2.112040166740386613e-03 4.518762296048911553e-02 6.119267566451522811e-01 3.428856203943586589e-01
2.112040166740386613e-03 6.119267566451521700e-01 4.518762296048912941e-02 3.428856203943587144e-01
2.112040166740386613e-03 3.428856203943588254e-01 6.119267566451521700e-01 4.518762296048894900e-02
2.112040166740386613e-03 4.518762296048900451e-02 3.428856203943589920e-01 6.119267566451519480e-01
3.309662776470208116e-03 2.315038606116802677e-01 1.508185102240567621e-01 6.176776291642629424e-01
3.309662776470208116e-03 6.176776291642629424e-01 2.315038606116802955e-01 1.508185102240567621e-01
3.309662776470208116e-03 1.508185102240567343e-01 6.176776291642631644e-01 2.315038606116801567e-01
3.309662776470208116e-03 6.176776291642630534e-01 1.508185102240567621e-01 2.315038606116801845e-01
3.309662776470208116e-03 2.315038606116803233e-01 6.176776291642630534e-01 1.508185102240565678e-01
3.309662776470208116e-03 1.508185102240565956e-01 2.315038606116805453e-01 6.176776291642629424e-01
5.007036444134178301e-04 3.810171296491821069e-02 1.667367403747987281e-02 9.452246129976019651e-01
5.007036444134178301e-04 9.452246129976018540e-01 3.810171296491825232e-02 1.667367403747989363e-02
5.007036444134178301e-04 1.667367403748010179e-02 9.452246129976018540e-01 3.810171296491804416e-02
5.007036444134178301e-04 9.452246129976019651e-01 1.667367403747987281e-02 3.810171296491816212e-02
5.007036444134178301e-04 3.810171296491821069e-02 9.452246129976021871e-01 1.667367403747965771e-02
5.007036444134178301e-04 1.667367403747961607e-02 3.810171296491857151e-02 9.452246129976017430e-01
3.778155537260743328e-03 3.528911085101676948e-01 1.621052421455440040e-01 4.850036493442883012e-01
3.778155537260743328e-03 4.850036493442883012e-01 3.528911085101677503e-01 1.621052421455439485e-01
3.778155537260743328e-03 1.621052421455438930e-01 4.850036493442885233e-01 3.528911085101675837e-01
3.778155537260743328e-03 4.850036493442883012e-01 1.621052421455440040e-01 3.528911085101676948e-01
3.778155537260743328e-03 3.528911085101676948e-01 4.850036493442883567e-01 1.621052421455439485e-01
3.778155537260743328e-03 1.621052421455438652e-01 3.528911085101678613e-01 4.850036493442882457e-01
2.649352521996805373e-03 4.000760699195810566e-01 6.452586009993035998e-02 5.353980699804885557e-01
2.649352521996805373e-03 5.353980699804885557e-01 4.000760699195811121e-01 6.452586009993033223e-02
2.649352521996805373e-03 6.452586009993033223e-02 5.353980699804887777e-01 4.000760699195808900e-01
2.649352521996805373e-03 5.353980699804886667e-01 6.452586009993035998e-02 4.000760699195810011e-01
2.649352521996805373e-03 4.000760699195810566e-01 5.353980699804886667e-01 6.452586009993022120e-02
2.649352521996805373e-03 6.452586009993024896e-02 4.000760699195812786e-01 5.353980699804885557e-01
2.777344898064207368e-03 1.877843415465375865e-01 1.143796954685691175e-01 6.978359629848933654e-01
2.777344898064207368e-03 6.978359629848932544e-01 1.877843415465376142e-01 1.143796954685691314e-01
2.777344898064207368e-03 1.143796954685691314e-01 6.978359629848934764e-01 1.877843415465373367e-01
2.777344898064207368e-03 6.978359629848932544e-01 1.143796954685691175e-01 1.877843415465376142e-01
2.777344898064207368e-03 1.877843415465376697e-01 6.978359629848933654e-01 1.143796954685689649e-01
2.777344898064207368e-03 1.143796954685689093e-01 1.877843415465378918e-01 6.978359629848931434e-01
2.252992280474720374e-03 2.073769376903411565e-01 6.957199585278207865e-02 7.230510664568767787e-01
2.252992280474720374e-03 7.230510664568767787e-01 2.073769376903411843e-01 6.957199585278203702e-02
2.252992280474720374e-03 6.957199585278206477e-02 7.230510664568770007e-01 2.073769376903409345e-01
2.252992280474720374e-03 7.230510664568767787e-01 6.957199585278207865e-02 2.073769376903411565e-01
2.252992280474720374e-03 2.073769376903411565e-01 7.230510664568770007e-01 6.957199585278184273e-02
2.252992280474720374e-03 6.957199585278192600e-02 2.073769376903414341e-01 7.230510664568765566e-01
1.556567569460143340e-03 1.078038302263754633e-01 5.603435970054260890e-02 8.361618100730818792e-01
1.556567569460143340e-03 8.361618100730818792e-01 1.078038302263754772e-01 5.603435970054264359e-02
1.556567569460143340e-03 5.603435970054265747e-02 8.361618100730821013e-01 1.078038302263752968e-01
1.556567569460143340e-03 8.361618100730818792e-01 5.603435970054260890e-02 1.078038302263755188e-01
1.556567569460143340e-03 1.078038302263755743e-01 8.361618100730819902e-01 5.603435970054249093e-02
1.556567569460143340e-03 5.603435970054240767e-02 1.078038302263757964e-01 8.361618100730818792e-01
2.194919108101341717e-03 1.479014660731260700e-01 8.158966578416709803e-02 7.705088681427068042e-01
2.194919108101341717e-03 7.705088681427068042e-01 1.479014660731260977e-01 8.158966578416709803e-02
2.194919108101341717e-03 8.158966578416715354e-02 7.705088681427070263e-01 1.479014660731258202e-01
2.194919108101341717e-03 7.705088681427068042e-01 8.158966578416709803e-02 1.479014660731260977e-01
2.194919108101341717e-03 1.479014660731260422e-01 7.705088681427070263e-01 8.158966578416693149e-02
2.194919108101341717e-03 8.158966578416690374e-02 1.479014660731263198e-01 7.705088681427068042e-01
1.619276186041457635e-03 1.600426684113587794e-01 4.462927377122474087e-02 7.953280578174165560e-01
1.619276186041457635e-03 7.953280578174164450e-01 1.600426684113588072e-01 4.462927377122474781e-02
1.619276186041457635e-03 4.462927377122483108e-02 7.953280578174166671e-01 1.600426684113585019e-01
1.619276186041457635e-03 7.953280578174164450e-01 4.462927377122474087e-02 1.600426684113588072e-01
1.619276186041457635e-03 1.600426684113588349e-01 7.953280578174166671e-01 4.462927377122449801e-02
1.619276186041457635e-03 4.462927377122453965e-02 1.600426684113590847e-01 7.953280578174164450e-01
3.287149055804759312e-03 3.778766696887720378e-01 1.087918765992173797e-01 5.133314537120104992e-01
3.287149055804759312e-03 5.133314537120106102e-01 3.778766696887721488e-01 1.087918765992172410e-01
3.287149055804759312e-03 1.087918765992172965e-01 5.133314537120108323e-01 3.778766696887718712e-01
3.287149055804759312e-03 5.133314537120106102e-01 1.087918765992173797e-01 3.778766696887719823e-01
3.287149055804759312e-03 3.778766696887720378e-01 5.133314537120107213e-01 1.087918765992171855e-01
3.287149055804759312e-03 1.087918765992172687e-01 3.778766696887722598e-01 5.133314537120103882e-01
4.019567799660716048e-03 2.526963148522066716e-01 2.526963148522068381e-01 4.946073702955864904e-01
4.019567799660716048e-03 4.946073702955864348e-01 2.526963148522067271e-01 2.526963148522068381e-01
4.019567799660716048e-03 2.526963148522067826e-01 4.946073702955866014e-01 2.526963148522066160e-01
2.309687901873269634e-04 3.922336966480843151e-02 3.206148584524187110e-03 9.575704817506673905e-01
2.309687901873269634e-04 9.575704817506673905e-01 3.922336966480843845e-02 3.206148584524171063e-03
2.309687901873269634e-04 3.206148584524393108e-03 9.575704817506673905e-01 3.922336966480821641e-02
2.309687901873269634e-04 9.575704817506673905e-01 3.206148584524187110e-03 3.922336966480842457e-02
2.309687901873269634e-04 3.922336966480854947e-02 9.575704817506673905e-01 3.206148584524060041e-03
2.309687901873269634e-04 3.206148584523980244e-03 3.922336966480882009e-02 9.575704817506672795e-01
2.810164931134810726e-03 3.243044450771381260e-01 8.297654805891914453e-02 5.927190068639426324e-01
2.810164931134810726e-03 5.927190068639427434e-01 3.243044450771381815e-01 8.297654805891907515e-02
2.810164931134810726e-03 8.297654805891907515e-02 5.927190068639429654e-01 3.243044450771379594e-01
2.810164931134810726e-03 5.927190068639427434e-01 8.297654805891914453e-02 3.243044450771381260e-01
2.810164931134810726e-03 3.243044450771381260e-01 5.927190068639428544e-01 8.297654805891896412e-02
2.810164931134810726e-03 8.297654805891899188e-02 3.243044450771383480e-01 5.927190068639427434e-01
3.605911797454430454e-03 2.105771295148042010e-01 2.105771295148043953e-01 5.788457409703913203e-01
3.605911797454430454e-03 5.788457409703914314e-01 2.105771295148042843e-01 2.105771295148042843e-01
3.605911797454430454e-03 2.105771295148042843e-01 5.788457409703916534e-01 2.105771295148041178e-01
6.148194256666270378e-05 3.057510628541840365e-03 3.057510628542153917e-03 9.938849787429159255e-01
6.148194256666270378e-05 9.938849787429160365e-01 3.057510628541833426e-03 3.057510628542130064e-03
6.148194256666270378e-05 3.057510628542314812e-03 9.938849787429160365e-01 3.057510628541648678e-03
4.033402483725948354e-03 4.032922222742628127e-01 1.934155554514744024e-01 4.032922222742628682e-01
4.033402483725948354e-03 4.032922222742627572e-01 4.032922222742629237e-01 1.934155554514743192e-01
4.033402483725948354e-03 1.934155554514743192e-01 4.032922222742629792e-01 4.032922222742627572e-01
2.339488114226454495e-03 4.767516468002928609e-01 4.649670639941424349e-02 4.767516468002929719e-01
2.339488114226454495e-03 4.767516468002928054e-01 4.767516468002929719e-01 4.649670639941422268e-02
2.339488114226454495e-03 4.649670639941416717e-02 4.767516468002931385e-01 4.767516468002926944e-01
6.163847784648690499e-04 3.509848476225047031e-01 3.520735009988248173e-03 6.454944173675070118e-01
6.163847784648690499e-04 6.454944173675070118e-01 3.509848476225047587e-01 3.520735009988229525e-03
6.163847784648690499e-04 3.520735009988174014e-03 6.454944173675073449e-01 3.509848476225044811e-01
6.163847784648690499e-04 6.454944173675071228e-01 3.520735009988248173e-03 3.509848476225046476e-01
6.163847784648690499e-04 3.509848476225048142e-01 6.454944173675070118e-01 3.520735009988174014e-03
6.163847784648690499e-04 3.520735009988118502e-03 3.509848476225050362e-01 6.454944173675067898e-01
1.358649285962385466e-03 6.485624515970254966e-02 6.485624515970281334e-02 8.702875096805946509e-01
1.358649285962385466e-03 8.702875096805946509e-01 6.485624515970253579e-02 6.485624515970281334e-02
1.358649285962385466e-03 6.485624515970295212e-02 8.702875096805947619e-01 6.485624515970223047e-02
3.119971015265168065e-03 1.688963797829617364e-01 1.688963797829619862e-01 6.622072404340763052e-01
3.119971015265168065e-03 6.622072404340761942e-01 1.688963797829618196e-01 1.688963797829619862e-01
3.119971015265168065e-03 1.688963797829620694e-01 6.622072404340763052e-01 1.688963797829615698e-01
4.392742226431549553e-03 3.333333333333332593e-01 3.333333333333334259e-01 3.333333333333333148e-01
2.245051190980730440e-04 4.208708276256936665e-01 5.982947286367775157e-04 5.785308776456695723e-01
2.245051190980730440e-04 5.785308776456696833e-01 4.208708276256937220e-01 5.982947286365947193e-04
2.245051190980730440e-04 5.982947286367057416e-04 5.785308776456697943e-01 4.208708276256934999e-01
2.245051190980730440e-04 5.785308776456695723e-01 5.982947286367775157e-04 4.208708276256936665e-01
2.245051190980730440e-04 4.208708276256936665e-01 5.785308776456695723e-01 5.982947286368167639e-04
2.245051190980730440e-04 5.982947286366502304e-04 4.208708276256939440e-01 5.785308776456693503e-01
1.945454689802475446e-03 9.629803415915763609e-02 9.629803415915788589e-02 8.074039316816845613e-01
1.945454689802475446e-03 8.074039316816844503e-01 9.629803415915762221e-02 9.629803415915792753e-02
1.945454689802475446e-03 9.629803415915788589e-02 8.074039316816846723e-01 9.629803415915738629e-02
2.844091632678366708e-03 2.526560385602646952e-01 9.968371946019949359e-02 6.476602419795357557e-01
2.844091632678366708e-03 6.476602419795358667e-01 2.526560385602646952e-01 9.968371946019943808e-02
2.844091632678366708e-03 9.968371946019949359e-02 6.476602419795359777e-01 2.526560385602645287e-01
2.844091632678366708e-03 6.476602419795358667e-01 9.968371946019949359e-02 2.526560385602646397e-01
2.844091632678366708e-03 2.526560385602646952e-01 6.476602419795359777e-01 9.968371946019927154e-02
2.844091632678366708e-03 9.968371946019935481e-02 2.526560385602649172e-01 6.476602419795356447e-01
1.514484553138630571e-03 4.907015691302039628e-01 1.859686173959210556e-02 4.907015691302039628e-01
1.514484553138630571e-03 4.907015691302039628e-01 4.907015691302040183e-01 1.859686173959207434e-02
1.514484553138630571e-03 1.859686173959204658e-02 4.907015691302041849e-01 4.907015691302037408e-01
6.025140311277585314e-04 4.984645792365975936e-01 3.070841526804776386e-03 4.984645792365976491e-01
6.025140311277585314e-04 4.984645792365976491e-01 4.984645792365977046e-01 3.070841526804701793e-03
6.025140311277585314e-04 3.070841526804674038e-03 4.984645792365978711e-01 4.984645792365974271e-01
3.373954448061121814e-03 3.016703335605275260e-01 1.308239143750486722e-01 5.675057520644237741e-01
3.373954448061121814e-03 5.675057520644237741e-01 3.016703335605276370e-01 1.308239143750485889e-01
3.373954448061121814e-03 1.308239143750485889e-01 5.675057520644239961e-01 3.016703335605274150e-01
3.373954448061121814e-03 5.675057520644237741e-01 1.308239143750486722e-01 3.016703335605275260e-01
3.373954448061121814e-03 3.016703335605275815e-01 5.675057520644238851e-01 1.308239143750485889e-01
3.373954448061121814e-03 1.308239143750485056e-01 3.016703335605278036e-01 5.675057520644237741e-01
3.612442867479442009e-03 4.322719776068063569e-01 1.354560447863873140e-01 4.322719776068063569e-01
3.612442867479442009e-03 4.322719776068063569e-01 4.322719776068064679e-01 1.354560447863871753e-01
3.612442867479442009e-03 1.354560447863872585e-01 4.322719776068065234e-01 4.322719776068061903e-01
2.568195863070215235e-03 1.302416069902091467e-01 1.302416069902093965e-01 7.395167860195814846e-01
2.568195863070215235e-03 7.395167860195813736e-01 1.302416069902091744e-01 1.302416069902094520e-01
